,Country_Name,Country_Code,Year,Indicator_Name,Value
0,Kuwait,KWT,1990,Total Energy Use,4347.33958527215
1,Netherlands,NLD,1990,Total Energy Use,4394.54208972873
2,Czech Republic,CZE,1990,Total Energy Use,4796.94145802598
3,Belgium,BEL,1990,Total Energy Use,4809.86726801499
4,Palau,PLW,1990,Total Energy Use,4877.02821483104
5,Trinidad and Tobago,TTO,1990,Total Energy Use,4903.13244960983
6,Norway,NOR,1990,Total Energy Use,4966.8935768305
7,Australia,AUS,1990,Total Energy Use,5061.5084587843
8,Sweden,SWE,1990,Total Energy Use,5514.55753031809
9,Finland,FIN,1990,Total Energy Use,5691.57118588425
10,Russian Federation,RUS,1990,Total Energy Use,5941.58625640772
11,Brunei Darussalam,BRN,1990,Total Energy Use,6674.89196564546
12,Canada,CAN,1990,Total Energy Use,7630.09230606557
13,United States,USA,1990,Total Energy Use,7671.7730657832
14,Luxembourg,LUX,1990,Total Energy Use,8874.10501505827
15,Iceland,ISL,1990,Total Energy Use,8907.79198354956
16,Bahrain,BHR,1990,Total Energy Use,10555.3559294009
17,United Arab Emirates,ARE,1990,Total Energy Use,11170.2328272727
18,Qatar,QAT,1990,Total Energy Use,13703.1756863157
19,Kuwait,KWT,1991,Total Energy Use,1325.06570924882
20,Czech Republic,CZE,1991,Total Energy Use,4349.23623801459
21,Netherlands,NLD,1991,Total Energy Use,4603.73317545464
22,Trinidad and Tobago,TTO,1991,Total Energy Use,4841.41670219379
23,Australia,AUS,1991,Total Energy Use,4927.78158990974
24,Belgium,BEL,1991,Total Energy Use,5006.00470628876
25,Norway,NOR,1991,Total Energy Use,5105.10820483315
26,Sweden,SWE,1991,Total Energy Use,5650.54137715952
27,Finland,FIN,1991,Total Energy Use,5742.78422893888
28,Russian Federation,RUS,1991,Total Energy Use,5870.23385736274
29,Brunei Darussalam,BRN,1991,Total Energy Use,7335.32050126217
30,Canada,CAN,1991,Total Energy Use,7517.33030357287
31,United States,USA,1991,Total Energy Use,7631.46780588265
32,Iceland,ISL,1991,Total Energy Use,8054.3567225375
33,Luxembourg,LUX,1991,Total Energy Use,9353.42118863049
34,Bahrain,BHR,1991,Total Energy Use,10108.4133379891
35,United Arab Emirates,ARE,1991,Total Energy Use,12124.9117909268
36,Qatar,QAT,1991,Total Energy Use,14818.4563992498
37,Palau,PLW,1991,Total Energy Use,
38,Czech Republic,CZE,1992,Total Energy Use,4222.41657551713
39,Netherlands,NLD,1992,Total Energy Use,4502.54008023885
40,Australia,AUS,1992,Total Energy Use,4959.21491854816
41,Belgium,BEL,1992,Total Energy Use,5040.67044042513
42,Norway,NOR,1992,Total Energy Use,5159.64861896962
43,Trinidad and Tobago,TTO,1992,Total Energy Use,5289.71079943559
44,Russian Federation,RUS,1992,Total Energy Use,5356.50974005023
45,Sweden,SWE,1992,Total Energy Use,5369.37035673582
46,Finland,FIN,1992,Total Energy Use,5380.99306781923
47,Canada,CAN,1992,Total Energy Use,7601.68517694524
48,Brunei Darussalam,BRN,1992,Total Energy Use,7666.16281107606
49,United States,USA,1992,Total Energy Use,7677.40140109312
50,Iceland,ISL,1992,Total Energy Use,7755.39441577893
51,Luxembourg,LUX,1992,Total Energy Use,9262.08197870848
52,Bahrain,BHR,1992,Total Energy Use,10837.8303975285
53,United Arab Emirates,ARE,1992,Total Energy Use,10890.4623331378
54,Qatar,QAT,1992,Total Energy Use,15242.9537164692
55,Kuwait,KWT,1992,Total Energy Use,
56,Palau,PLW,1992,Total Energy Use,
57,Czech Republic,CZE,1993,Total Energy Use,4089.40851541479
58,Netherlands,NLD,1993,Total Energy Use,4510.5821521104
59,Belgium,BEL,1993,Total Energy Use,4902.26997439133
60,Trinidad and Tobago,TTO,1993,Total Energy Use,5034.23997169519
61,Russian Federation,RUS,1993,Total Energy Use,5059.864624912
62,Australia,AUS,1993,Total Energy Use,5147.53665025188
63,Sweden,SWE,1993,Total Energy Use,5334.16649834761
64,Norway,NOR,1993,Total Energy Use,5459.62340830489
65,Finland,FIN,1993,Total Energy Use,5617.21537795619
66,Brunei Darussalam,BRN,1993,Total Energy Use,7175.54067678675
67,United States,USA,1993,Total Energy Use,7709.49658932206
68,Canada,CAN,1993,Total Energy Use,7770.54644758451
69,Iceland,ISL,1993,Total Energy Use,8249.53644895251
70,Luxembourg,LUX,1993,Total Energy Use,9266.94257500472
71,United Arab Emirates,ARE,1993,Total Energy Use,10820.1137987286
72,Bahrain,BHR,1993,Total Energy Use,11142.3821175207
73,Qatar,QAT,1993,Total Energy Use,15624.7081134006
74,Kuwait,KWT,1993,Total Energy Use,
75,Palau,PLW,1993,Total Energy Use,
76,Czech Republic,CZE,1994,Total Energy Use,3963.3140941282
77,Russian Federation,RUS,1994,Total Energy Use,4426.66819542613
78,Netherlands,NLD,1994,Total Energy Use,4511.79496267204
79,Trinidad and Tobago,TTO,1994,Total Energy Use,5039.53576033171
80,Australia,AUS,1994,Total Energy Use,5089.788966676
81,Belgium,BEL,1994,Total Energy Use,5186.18662673891
82,Norway,NOR,1994,Total Energy Use,5315.24486967133
83,Sweden,SWE,1994,Total Energy Use,5660.27142343844
84,Finland,FIN,1994,Total Energy Use,5972.55427268616
85,Brunei Darussalam,BRN,1994,Total Energy Use,6479.12952752097
86,United States,USA,1994,Total Energy Use,7757.83082249569
87,Canada,CAN,1994,Total Energy Use,7957.24563262571
88,Iceland,ISL,1994,Total Energy Use,8293.41292604719
89,Luxembourg,LUX,1994,Total Energy Use,8823.25246633989
90,United Arab Emirates,ARE,1994,Total Energy Use,11355.4642502082
91,Bahrain,BHR,1994,Total Energy Use,11555.4940955985
92,Qatar,QAT,1994,Total Energy Use,15511.060184126
93,Kuwait,KWT,1994,Total Energy Use,
94,Palau,PLW,1994,Total Energy Use,
95,Czech Republic,CZE,1995,Total Energy Use,4019.8048793808
96,Russian Federation,RUS,1995,Total Energy Use,4290.69346739168
97,Netherlands,NLD,1995,Total Energy Use,4780.41259573869
98,Trinidad and Tobago,TTO,1995,Total Energy Use,4903.03380641046
99,Australia,AUS,1995,Total Energy Use,5129.22366091191
100,Belgium,BEL,1995,Total Energy Use,5267.67067078591
101,Norway,NOR,1995,Total Energy Use,5391.41408116749
102,Finland,FIN,1995,Total Energy Use,5661.9038762361
103,Sweden,SWE,1995,Total Energy Use,5702.16504271753
104,Brunei Darussalam,BRN,1995,Total Energy Use,7562.82142760979
105,Luxembourg,LUX,1995,Total Energy Use,7705.40715815234
106,United States,USA,1995,Total Energy Use,7763.75510556636
107,Canada,CAN,1995,Total Energy Use,7979.89844555264
108,Iceland,ISL,1995,Total Energy Use,8255.76891441219
109,Kuwait,KWT,1995,Total Energy Use,9210.97921610654
110,Bahrain,BHR,1995,Total Energy Use,11408.539679048
111,United Arab Emirates,ARE,1995,Total Energy Use,11463.1826687022
112,Qatar,QAT,1995,Total Energy Use,15871.0869865828
113,Palau,PLW,1995,Total Energy Use,
114,Czech Republic,CZE,1996,Total Energy Use,4152.93825902856
115,Russian Federation,RUS,1996,Total Energy Use,4252.61161860894
116,Netherlands,NLD,1996,Total Energy Use,5014.98883036462
117,Norway,NOR,1996,Total Energy Use,5202.04727507774
118,Australia,AUS,1996,Total Energy Use,5393.58063459123
119,Belgium,BEL,1996,Total Energy Use,5536.47127489148
120,Trinidad and Tobago,TTO,1996,Total Energy Use,5783.01725502108
121,Sweden,SWE,1996,Total Energy Use,5825.09791315415
122,Finland,FIN,1996,Total Energy Use,6070.21209376859
123,Brunei Darussalam,BRN,1996,Total Energy Use,7425.4612303854
124,Luxembourg,LUX,1996,Total Energy Use,7711.17870722433
125,United States,USA,1996,Total Energy Use,7844.46826581141
126,Canada,CAN,1996,Total Energy Use,8053.45485804934
127,Iceland,ISL,1996,Total Energy Use,8847.78518198992
128,Kuwait,KWT,1996,Total Energy Use,8941.8929003023
129,Bahrain,BHR,1996,Total Energy Use,11109.805222747
130,United Arab Emirates,ARE,1996,Total Energy Use,11511.8050695497
131,Qatar,QAT,1996,Total Energy Use,16547.8794559557
132,Palau,PLW,1996,Total Energy Use,
133,Russian Federation,RUS,1997,Total Energy Use,4069.68729231577
134,Czech Republic,CZE,1997,Total Energy Use,4184.88468362834
135,Netherlands,NLD,1997,Total Energy Use,4835.74194540266
136,Trinidad and Tobago,TTO,1997,Total Energy Use,5441.53454650519
137,Australia,AUS,1997,Total Energy Use,5469.59998919911
138,Norway,NOR,1997,Total Energy Use,5475.18873901657
139,Belgium,BEL,1997,Total Energy Use,5523.45916437528
140,Sweden,SWE,1997,Total Energy Use,5672.00817719794
141,Finland,FIN,1997,Total Energy Use,6276.95169202902
142,Luxembourg,LUX,1997,Total Energy Use,7409.85099535105
143,Brunei Darussalam,BRN,1997,Total Energy Use,7488.42487226008
144,United States,USA,1997,Total Energy Use,7828.58109639584
145,Canada,CAN,1997,Total Energy Use,8056.24362752186
146,Iceland,ISL,1997,Total Energy Use,8584.10049865746
147,Kuwait,KWT,1997,Total Energy Use,8592.11042550915
148,United Arab Emirates,ARE,1997,Total Energy Use,11558.5557324525
149,Bahrain,BHR,1997,Total Energy Use,12181.2827456142
150,Qatar,QAT,1997,Total Energy Use,19006.441007248
151,Palau,PLW,1997,Total Energy Use,
152,Russian Federation,RUS,1998,Total Energy Use,3981.4994684392
153,Czech Republic,CZE,1998,Total Energy Use,4057.40582743602
154,Netherlands,NLD,1998,Total Energy Use,4842.44393768492
155,Australia,AUS,1998,Total Energy Use,5553.65346587569
156,Belgium,BEL,1998,Total Energy Use,5603.16026411035
157,Norway,NOR,1998,Total Energy Use,5684.78859356637
158,Sweden,SWE,1998,Total Energy Use,5769.69506406865
159,Trinidad and Tobago,TTO,1998,Total Energy Use,6308.99445905878
160,Finland,FIN,1998,Total Energy Use,6319.32660107756
161,Luxembourg,LUX,1998,Total Energy Use,7066.88485990111
162,Brunei Darussalam,BRN,1998,Total Energy Use,7289.24123020038
163,United States,USA,1998,Total Energy Use,7803.69760452993
164,Canada,CAN,1998,Total Energy Use,7948.39727830446
165,Iceland,ISL,1998,Total Energy Use,9036.65429652578
166,Kuwait,KWT,1998,Total Energy Use,9168.63385871278
167,United Arab Emirates,ARE,1998,Total Energy Use,11223.9598551692
168,Bahrain,BHR,1998,Total Energy Use,12406.8115047002
169,Qatar,QAT,1998,Total Energy Use,19348.547589953
170,Palau,PLW,1998,Total Energy Use,
171,Czech Republic,CZE,1999,Total Energy Use,3782.88920697092
172,Russian Federation,RUS,1999,Total Energy Use,4136.75114378464
173,Netherlands,NLD,1999,Total Energy Use,4730.22968250619
174,Australia,AUS,1999,Total Energy Use,5610.34471097961
175,Belgium,BEL,1999,Total Energy Use,5612.71467558683
176,Sweden,SWE,1999,Total Energy Use,5661.49145946307
177,Norway,NOR,1999,Total Energy Use,5913.30220916454
178,Finland,FIN,1999,Total Energy Use,6283.95825823535
179,Luxembourg,LUX,1999,Total Energy Use,7266.97253034439
180,Brunei Darussalam,BRN,1999,Total Energy Use,7270.94483989038
181,Trinidad and Tobago,TTO,1999,Total Energy Use,7353.47531938158
182,United States,USA,1999,Total Energy Use,7923.22389263188
183,Canada,CAN,1999,Total Energy Use,8107.51515577335
184,Kuwait,KWT,1999,Total Energy Use,9232.40122932382
185,Iceland,ISL,1999,Total Energy Use,10038.3119247533
186,United Arab Emirates,ARE,1999,Total Energy Use,10870.4655281523
187,Bahrain,BHR,1999,Total Energy Use,11851.6196939705
188,Qatar,QAT,1999,Total Energy Use,19839.0109485597
189,Palau,PLW,1999,Total Energy Use,
190,Czech Republic,CZE,2000,Total Energy Use,3988.03849376645
191,Russian Federation,RUS,2000,Total Energy Use,4224.27719789841
192,Netherlands,NLD,2000,Total Energy Use,4739.06592522326
193,Sweden,SWE,2000,Total Energy Use,5360.14514699943
194,Australia,AUS,2000,Total Energy Use,5644.06495066047
195,Belgium,BEL,2000,Total Energy Use,5669.35817583222
196,Norway,NOR,2000,Total Energy Use,5826.07776899719
197,Finland,FIN,2000,Total Energy Use,6262.19207918382
198,Brunei Darussalam,BRN,2000,Total Energy Use,7157.11086965657
199,Luxembourg,LUX,2000,Total Energy Use,7676.83703873481
200,Trinidad and Tobago,TTO,2000,Total Energy Use,7764.80536380991
201,United States,USA,2000,Total Energy Use,8056.86384994775
202,Canada,CAN,2000,Total Energy Use,8265.07992477285
203,Kuwait,KWT,2000,Total Energy Use,9151.98058992051
204,United Arab Emirates,ARE,2000,Total Energy Use,10057.9189915212
205,Iceland,ISL,2000,Total Energy Use,11091.5488700414
206,Bahrain,BHR,2000,Total Energy Use,11988.7934277245
207,Qatar,QAT,2000,Total Energy Use,18431.9261663519
208,Palau,PLW,2000,Total Energy Use,
209,Czech Republic,CZE,2001,Total Energy Use,4111.15248167077
210,Russian Federation,RUS,2001,Total Energy Use,4288.38263138853
211,Netherlands,NLD,2001,Total Energy Use,4839.46553011371
212,Australia,AUS,2001,Total Energy Use,5446.97321382579
213,Belgium,BEL,2001,Total Energy Use,5634.21548679492
214,Sweden,SWE,2001,Total Energy Use,5680.28048687269
215,Norway,NOR,2001,Total Energy Use,5954.04177146679
216,Finland,FIN,2001,Total Energy Use,6410.62523419393
217,Brunei Darussalam,BRN,2001,Total Energy Use,6492.66697447631
218,United States,USA,2001,Total Energy Use,7827.88632537183
219,Luxembourg,LUX,2001,Total Energy Use,7982.8503482249
220,Canada,CAN,2001,Total Energy Use,8056.3494253004
221,Trinidad and Tobago,TTO,2001,Total Energy Use,8640.87660925727
222,Kuwait,KWT,2001,Total Energy Use,9497.47417477427
223,Iceland,ISL,2001,Total Energy Use,10589.466185677
224,Bahrain,BHR,2001,Total Energy Use,11738.129166368
225,United Arab Emirates,ARE,2001,Total Energy Use,12172.4129369653
226,Qatar,QAT,2001,Total Energy Use,19621.8405139404
227,Palau,PLW,2001,Total Energy Use,
228,Czech Republic,CZE,2002,Total Energy Use,4163.45010589476
229,Russian Federation,RUS,2002,Total Energy Use,4288.19385137335
230,Netherlands,NLD,2002,Total Energy Use,4873.26162620444
231,Belgium,BEL,2002,Total Energy Use,5390.71973335359
232,Norway,NOR,2002,Total Energy Use,5501.11774400148
233,Australia,AUS,2002,Total Energy Use,5569.64099249926
234,Sweden,SWE,2002,Total Energy Use,5802.110105168
235,Brunei Darussalam,BRN,2002,Total Energy Use,6221.24881407936
236,Finland,FIN,2002,Total Energy Use,6728.58140544607
237,United States,USA,2002,Total Energy Use,7843.34484914192
238,Canada,CAN,2002,Total Energy Use,7993.87938404109
239,Luxembourg,LUX,2002,Total Energy Use,8204.72684484788
240,Trinidad and Tobago,TTO,2002,Total Energy Use,9361.39632480172
241,Kuwait,KWT,2002,Total Energy Use,9612.8570499361
242,Iceland,ISL,2002,Total Energy Use,10804.6417156193
243,United Arab Emirates,ARE,2002,Total Energy Use,11462.5021092231
244,Bahrain,BHR,2002,Total Energy Use,11548.6750822972
245,Qatar,QAT,2002,Total Energy Use,21300.0739617271
246,Palau,PLW,2002,Total Energy Use,
247,Czech Republic,CZE,2003,Total Energy Use,4357.57266187417
248,Russian Federation,RUS,2003,Total Energy Use,4461.30531990288
249,Netherlands,NLD,2003,Total Energy Use,5020.38193187406
250,Australia,AUS,2003,Total Energy Use,5568.76494063954
251,Belgium,BEL,2003,Total Energy Use,5590.02597595848
252,Sweden,SWE,2003,Total Energy Use,5650.43804975291
253,Norway,NOR,2003,Total Energy Use,5933.21584146703
254,Finland,FIN,2003,Total Energy Use,7077.0266490748
255,Brunei Darussalam,BRN,2003,Total Energy Use,7090.20789991367
256,United States,USA,2003,Total Energy Use,7794.23553026383
257,Canada,CAN,2003,Total Energy Use,8341.34314379952
258,Luxembourg,LUX,2003,Total Energy Use,8549.50291167549
259,Kuwait,KWT,2003,Total Energy Use,10131.4468830408
260,Trinidad and Tobago,TTO,2003,Total Energy Use,10417.6519441181
261,United Arab Emirates,ARE,2003,Total Energy Use,10568.8303473313
262,Iceland,ISL,2003,Total Energy Use,10731.3286428273
263,Bahrain,BHR,2003,Total Energy Use,11566.5448409417
264,Qatar,QAT,2003,Total Energy Use,20727.8667509545
265,Palau,PLW,2003,Total Energy Use,
266,Czech Republic,CZE,2004,Total Energy Use,4460.25993073914
267,Russian Federation,RUS,2004,Total Energy Use,4493.68721494055
268,Netherlands,NLD,2004,Total Energy Use,5085.8857008193
269,Belgium,BEL,2004,Total Energy Use,5592.98874969209
270,Australia,AUS,2004,Total Energy Use,5598.0881783042
271,Norway,NOR,2004,Total Energy Use,5769.32670718721
272,Sweden,SWE,2004,Total Energy Use,5847.3441632658
273,Brunei Darussalam,BRN,2004,Total Energy Use,6389.79617954896
274,Finland,FIN,2004,Total Energy Use,7134.85420908111
275,United States,USA,2004,Total Energy Use,7881.57864206405
276,Canada,CAN,2004,Total Energy Use,8455.5470136727
277,Luxembourg,LUX,2004,Total Energy Use,9387.43710365754
278,United Arab Emirates,ARE,2004,Total Energy Use,10286.8029780437
279,Iceland,ISL,2004,Total Energy Use,10524.2507035888
280,Kuwait,KWT,2004,Total Energy Use,10619.6333738999
281,Trinidad and Tobago,TTO,2004,Total Energy Use,10880.1781236556
282,Bahrain,BHR,2004,Total Energy Use,10894.9889497569
283,Qatar,QAT,2004,Total Energy Use,22120.4303016465
284,Palau,PLW,2004,Total Energy Use,
285,Czech Republic,CZE,2005,Total Energy Use,4400.87811285159
286,Russian Federation,RUS,2005,Total Energy Use,4540.90815577671
287,Netherlands,NLD,2005,Total Energy Use,4989.46792952002
288,Belgium,BEL,2005,Total Energy Use,5555.61578402951
289,Australia,AUS,2005,Total Energy Use,5564.08716927844
290,Sweden,SWE,2005,Total Energy Use,5711.12728266633
291,Norway,NOR,2005,Total Energy Use,5802.71629019242
292,Brunei Darussalam,BRN,2005,Total Energy Use,6074.60176603344
293,Finland,FIN,2005,Total Energy Use,6562.02231144836
294,United States,USA,2005,Total Energy Use,7846.49968849973
295,Canada,CAN,2005,Total Energy Use,8422.03430847519
296,Luxembourg,LUX,2005,Total Energy Use,9428.81128562768
297,United Arab Emirates,ARE,2005,Total Energy Use,9698.29424121152
298,Iceland,ISL,2005,Total Energy Use,10524.8774997135
299,Kuwait,KWT,2005,Total Energy Use,11576.8374184432
300,Bahrain,BHR,2005,Total Energy Use,11675.5511118959
301,Trinidad and Tobago,TTO,2005,Total Energy Use,12430.5763916153
302,Qatar,QAT,2005,Total Energy Use,19256.5154088813
303,Palau,PLW,2005,Total Energy Use,
304,Czech Republic,CZE,2006,Total Energy Use,4491.51613380532
305,Russian Federation,RUS,2006,Total Energy Use,4688.39102332011
306,Netherlands,NLD,2006,Total Energy Use,4925.11241671638
307,Belgium,BEL,2006,Total Energy Use,5470.49182410472
308,Sweden,SWE,2006,Total Energy Use,5529.07795326361
309,Australia,AUS,2006,Total Energy Use,5709.34466781654
310,Norway,NOR,2006,Total Energy Use,5833.77393455929
311,Finland,FIN,2006,Total Energy Use,7111.856821567
312,United States,USA,2006,Total Energy Use,7697.65253500041
313,Canada,CAN,2006,Total Energy Use,8239.94637098436
314,Brunei Darussalam,BRN,2006,Total Energy Use,8511.59719333877
315,United Arab Emirates,ARE,2006,Total Energy Use,8716.29298068063
316,Luxembourg,LUX,2006,Total Energy Use,9170.532565161
317,Kuwait,KWT,2006,Total Energy Use,10811.6276924127
318,Bahrain,BHR,2006,Total Energy Use,11604.1403430427
319,Iceland,ISL,2006,Total Energy Use,12734.0066231706
320,Trinidad and Tobago,TTO,2006,Total Energy Use,13805.1087403804
321,Qatar,QAT,2006,Total Energy Use,19155.8525242886
322,Palau,PLW,2006,Total Energy Use,
323,Czech Republic,CZE,2007,Total Energy Use,4468.96035160506
324,Russian Federation,RUS,2007,Total Energy Use,4709.84488692751
325,Netherlands,NLD,2007,Total Energy Use,4908.89826059524
326,Belgium,BEL,2007,Total Energy Use,5336.96321183546
327,Sweden,SWE,2007,Total Energy Use,5472.13539172977
328,Norway,NOR,2007,Total Energy Use,5862.21726072608
329,Australia,AUS,2007,Total Energy Use,5868.34709712113
330,Finland,FIN,2007,Total Energy Use,6974.89676140919
331,United States,USA,2007,Total Energy Use,7758.16598577052
332,United Arab Emirates,ARE,2007,Total Energy Use,8127.93446294493
333,Canada,CAN,2007,Total Energy Use,8213.38954256017
334,Brunei Darussalam,BRN,2007,Total Energy Use,8606.72005803177
335,Luxembourg,LUX,2007,Total Energy Use,8773.89670266025
336,Kuwait,KWT,2007,Total Energy Use,10489.0104974948
337,Bahrain,BHR,2007,Total Energy Use,11233.8636811195
338,Trinidad and Tobago,TTO,2007,Total Energy Use,14617.0530016432
339,Iceland,ISL,2007,Total Energy Use,14746.0313384644
340,Qatar,QAT,2007,Total Energy Use,18167.4919015365
341,Palau,PLW,2007,Total Energy Use,
342,Czech Republic,CZE,2008,Total Energy Use,4330.7126907018
343,Russian Federation,RUS,2008,Total Energy Use,4823.12599470293
344,Netherlands,NLD,2008,Total Energy Use,4848.01368974655
345,Sweden,SWE,2008,Total Energy Use,5379.9591025113
346,Belgium,BEL,2008,Total Energy Use,5454.66715929162
347,Australia,AUS,2008,Total Energy Use,5964.66577565273
348,Finland,FIN,2008,Total Energy Use,6669.1733483595
349,Norway,NOR,2008,Total Energy Use,6752.7089818993
350,United States,USA,2008,Total Energy Use,7488.08192070473
351,Canada,CAN,2008,Total Energy Use,8194.88077131979
352,United Arab Emirates,ARE,2008,Total Energy Use,8367.15271036574
353,Luxembourg,LUX,2008,Total Energy Use,8612.2337051059
354,Brunei Darussalam,BRN,2008,Total Energy Use,9337.11632025892
355,Kuwait,KWT,2008,Total Energy Use,10810.8064352167
356,Bahrain,BHR,2008,Total Energy Use,11318.2170107972
357,Trinidad and Tobago,TTO,2008,Total Energy Use,14127.1019263585
358,Qatar,QAT,2008,Total Energy Use,15832.0338003856
359,Iceland,ISL,2008,Total Energy Use,16353.8312739829
360,Palau,PLW,2008,Total Energy Use,
361,Czech Republic,CZE,2009,Total Energy Use,4034.7435104926
362,Russian Federation,RUS,2009,Total Energy Use,4531.28646273085
363,Netherlands,NLD,2009,Total Energy Use,4722.10603889032
364,Sweden,SWE,2009,Total Energy Use,4883.20048954053
365,Belgium,BEL,2009,Total Energy Use,5196.58198268641
366,Australia,AUS,2009,Total Energy Use,5862.55194383105
367,Finland,FIN,2009,Total Energy Use,6268.30054519017
368,Norway,NOR,2009,Total Energy Use,6484.11858531629
369,United States,USA,2009,Total Energy Use,7056.78365282718
370,United Arab Emirates,ARE,2009,Total Energy Use,7572.35826350373
371,Canada,CAN,2009,Total Energy Use,7797.12113645126
372,Brunei Darussalam,BRN,2009,Total Energy Use,7925.99673875104
373,Luxembourg,LUX,2009,Total Energy Use,7951.72394396755
374,Bahrain,BHR,2009,Total Energy Use,10339.1996287155
375,Kuwait,KWT,2009,Total Energy Use,11134.2582401319
376,Trinidad and Tobago,TTO,2009,Total Energy Use,14210.6469652614
377,Qatar,QAT,2009,Total Energy Use,14643.2833981089
378,Iceland,ISL,2009,Total Energy Use,16911.07978361
379,Palau,PLW,2009,Total Energy Use,
380,Czech Republic,CZE,2010,Total Energy Use,4237.89674072334
381,Russian Federation,RUS,2010,Total Energy Use,4819.04078214698
382,Netherlands,NLD,2010,Total Energy Use,5025.32091625393
383,Sweden,SWE,2010,Total Energy Use,5427.92504600599
384,Belgium,BEL,2010,Total Energy Use,5539.47222297176
385,Australia,AUS,2010,Total Energy Use,5793.11602573559
386,Finland,FIN,2010,Total Energy Use,6828.78375314542
387,Norway,NOR,2010,Total Energy Use,6934.5901990734
388,United States,USA,2010,Total Energy Use,7161.42655156518
389,United Arab Emirates,ARE,2010,Total Energy Use,7215.21045969835
390,Canada,CAN,2010,Total Energy Use,7788.56078606815
391,Luxembourg,LUX,2010,Total Energy Use,8329.47827510637
392,Brunei Darussalam,BRN,2010,Total Energy Use,8337.7522296042
393,Bahrain,BHR,2010,Total Energy Use,10207.835024628
394,Kuwait,KWT,2010,Total Energy Use,10721.4851912708
395,Qatar,QAT,2010,Total Energy Use,14890.4256734663
396,Trinidad and Tobago,TTO,2010,Total Energy Use,15108.6870098423
397,Iceland,ISL,2010,Total Energy Use,17023.1668244031
398,Palau,PLW,2010,Total Energy Use,
399,Czech Republic,CZE,2011,Total Energy Use,4077.35605875256
400,Netherlands,NLD,2011,Total Energy Use,4636.70190403517
401,Russian Federation,RUS,2011,Total Energy Use,5049.42663067025
402,Belgium,BEL,2011,Total Energy Use,5092.31614681439
403,Sweden,SWE,2011,Total Energy Use,5274.6436131771
