,Country_Name,Country_Code,Year,Indicator_Name,Value
404,Norway,NOR,2011,Total Energy Use,5649.69772392495
405,Australia,AUS,2011,Total Energy Use,5745.23218954465
406,Finland,FIN,2011,Total Energy Use,6537.63729819133
407,United States,USA,2011,Total Energy Use,7029.95460147645
408,United Arab Emirates,ARE,2011,Total Energy Use,7190.96953115412
409,Canada,CAN,2011,Total Energy Use,7911.55458837168
410,Luxembourg,LUX,2011,Total Energy Use,8056.404300594
411,Brunei Darussalam,BRN,2011,Total Energy Use,9837.47240828374
412,Bahrain,BHR,2011,Total Energy Use,9912.69589790894
413,Kuwait,KWT,2011,Total Energy Use,10221.1957245678
414,Trinidad and Tobago,TTO,2011,Total Energy Use,14775.9545869568
415,Qatar,QAT,2011,Total Energy Use,15370.6935931807
416,Iceland,ISL,2011,Total Energy Use,18157.598099143
417,Palau,PLW,2011,Total Energy Use,
418,Czech Republic,CZE,2012,Total Energy Use,4054.08501838826
419,Netherlands,NLD,2012,Total Energy Use,4646.25524068631
420,Belgium,BEL,2012,Total Energy Use,4845.48829505754
421,Russian Federation,RUS,2012,Total Energy Use,5167.01035317865
422,Sweden,SWE,2012,Total Energy Use,5269.48599771372
423,Australia,AUS,2012,Total Energy Use,5575.28709327857
424,Norway,NOR,2012,Total Energy Use,5906.14104846139
425,Finland,FIN,2012,Total Energy Use,6275.77096367897
426,United States,USA,2012,Total Energy Use,6872.02728367462
427,United Arab Emirates,ARE,2012,Total Energy Use,7481.19223794352
428,Luxembourg,LUX,2012,Total Energy Use,7722.19020390021
429,Canada,CAN,2012,Total Energy Use,7733.41165473909
430,Brunei Darussalam,BRN,2012,Total Energy Use,9599.18495627787
431,Bahrain,BHR,2012,Total Energy Use,9659.61173652363
432,Kuwait,KWT,2012,Total Energy Use,11105.9810944168
433,Trinidad and Tobago,TTO,2012,Total Energy Use,14312.4246178282
434,Qatar,QAT,2012,Total Energy Use,17344.3475140683
435,Iceland,ISL,2012,Total Energy Use,17630.0714650968
436,Palau,PLW,2012,Total Energy Use,
437,Czech Republic,CZE,2013,Total Energy Use,3989.99141357576
438,Netherlands,NLD,2013,Total Energy Use,4600.18297553883
439,Belgium,BEL,2013,Total Energy Use,4997.46330606994
440,Russian Federation,RUS,2013,Total Energy Use,5078.62634152433
441,Sweden,SWE,2013,Total Energy Use,5146.53358997598
442,Australia,AUS,2013,Total Energy Use,5468.39136879598
443,Finland,FIN,2013,Total Energy Use,6116.22729442255
444,Norway,NOR,2013,Total Energy Use,6415.99071427151
445,United States,USA,2013,Total Energy Use,6905.59863316056
446,Luxembourg,LUX,2013,Total Energy Use,7312.15400471142
447,Brunei Darussalam,BRN,2013,Total Energy Use,7522.38547626937
448,United Arab Emirates,ARE,2013,Total Energy Use,7604.84134000905
449,Canada,CAN,2013,Total Energy Use,7743.72574213676
450,Kuwait,KWT,2013,Total Energy Use,9906.50020332454
451,Bahrain,BHR,2013,Total Energy Use,10419.815836761
452,Trinidad and Tobago,TTO,2013,Total Energy Use,14478.8492052939
453,Qatar,QAT,2013,Total Energy Use,17266.0950047056
454,Iceland,ISL,2013,Total Energy Use,18178.139014838
455,Palau,PLW,2013,Total Energy Use,
456,Czech Republic,CZE,2014,Total Energy Use,3915.11358247856
457,Netherlands,NLD,2014,Total Energy Use,4325.52371158081
458,Belgium,BEL,2014,Total Energy Use,4708.22121789549
459,Russian Federation,RUS,2014,Total Energy Use,4942.87548308675
460,Sweden,SWE,2014,Total Energy Use,4966.43592120964
461,Australia,AUS,2014,Total Energy Use,5334.68167873774
462,Norway,NOR,2014,Total Energy Use,5595.65462490306
463,Finland,FIN,2014,Total Energy Use,6213.35776612777
464,Luxembourg,LUX,2014,Total Energy Use,6861.10666721791
465,United States,USA,2014,Total Energy Use,6960.68399657951
466,United Arab Emirates,ARE,2014,Total Energy Use,7648.39407339686
467,Canada,CAN,2014,Total Energy Use,7897.85561511436
468,Brunei Darussalam,BRN,2014,Total Energy Use,8672.89849625895
469,Kuwait,KWT,2014,Total Energy Use,9178.89052081327
470,Bahrain,BHR,2014,Total Energy Use,10596.5662055891
471,Trinidad and Tobago,TTO,2014,Total Energy Use,14363.5686324309
472,Iceland,ISL,2014,Total Energy Use,17916.1204205433
473,Qatar,QAT,2014,Total Energy Use,17922.7037876514
474,Palau,PLW,2014,Total Energy Use,
475,Kuwait,KWT,1990,Energy Use from Fossil Fuels,4340.155939255202
476,Netherlands,NLD,1990,Energy Use from Fossil Fuels,4341.736782614332
477,Czech Republic,CZE,1990,Energy Use from Fossil Fuels,4625.618356782204
478,Belgium,BEL,1990,Energy Use from Fossil Fuels,4748.80785509858
479,Palau,PLW,1990,Energy Use from Fossil Fuels,
480,Trinidad and Tobago,TTO,1990,Energy Use from Fossil Fuels,4844.636913794874
481,Norway,NOR,1990,Energy Use from Fossil Fuels,2027.7965669826285
482,Australia,AUS,1990,Energy Use from Fossil Fuels,4656.103033351259
483,Sweden,SWE,1990,Energy Use from Fossil Fuels,3636.189387412905
484,Finland,FIN,1990,Energy Use from Fossil Fuels,4296.656361863592
485,Russian Federation,RUS,1990,Energy Use from Fossil Fuels,5718.66154910529
486,Brunei Darussalam,BRN,1990,Energy Use from Fossil Fuels,6630.052746673195
487,Canada,CAN,1990,Energy Use from Fossil Fuels,5949.888472833791
488,United States,USA,1990,Energy Use from Fossil Fuels,7351.441082438399
489,Luxembourg,LUX,1990,Energy Use from Fossil Fuels,8721.307799883069
490,Iceland,ISL,1990,Energy Use from Fossil Fuels,4037.710147576746
491,Bahrain,BHR,1990,Energy Use from Fossil Fuels,10555.3559294009
492,United Arab Emirates,ARE,1990,Energy Use from Fossil Fuels,11170.2328272727
493,Qatar,QAT,1990,Energy Use from Fossil Fuels,13703.1756863157
494,Kuwait,KWT,1991,Energy Use from Fossil Fuels,1320.3743233056878
495,Czech Republic,CZE,1991,Energy Use from Fossil Fuels,4176.34616238644
496,Netherlands,NLD,1991,Energy Use from Fossil Fuels,4549.889219657503
497,Trinidad and Tobago,TTO,1991,Energy Use from Fossil Fuels,4778.05503244539
498,Australia,AUS,1991,Energy Use from Fossil Fuels,4521.462725868952
499,Belgium,BEL,1991,Energy Use from Fossil Fuels,4945.177657342562
500,Norway,NOR,1991,Energy Use from Fossil Fuels,2001.9742914795602
501,Sweden,SWE,1991,Energy Use from Fossil Fuels,3816.4439313945604
502,Finland,FIN,1991,Energy Use from Fossil Fuels,4362.9644049170765
503,Russian Federation,RUS,1991,Energy Use from Fossil Fuels,5649.104391308453
504,Brunei Darussalam,BRN,1991,Energy Use from Fossil Fuels,7303.619576894092
505,Canada,CAN,1991,Energy Use from Fossil Fuels,5848.645311549695
506,United States,USA,1991,Energy Use from Fossil Fuels,7287.447373368963
507,Iceland,ISL,1991,Energy Use from Fossil Fuels,3641.5821739478224
508,Luxembourg,LUX,1991,Energy Use from Fossil Fuels,9194.399918217136
509,Bahrain,BHR,1991,Energy Use from Fossil Fuels,10108.4133379891
510,United Arab Emirates,ARE,1991,Energy Use from Fossil Fuels,12124.9117909268
511,Qatar,QAT,1991,Energy Use from Fossil Fuels,14818.4563992498
512,Palau,PLW,1991,Energy Use from Fossil Fuels,
513,Czech Republic,CZE,1992,Energy Use from Fossil Fuels,3973.2890065828856
514,Netherlands,NLD,1992,Energy Use from Fossil Fuels,4447.890373183578
515,Australia,AUS,1992,Energy Use from Fossil Fuels,4586.456968758639
516,Belgium,BEL,1992,Energy Use from Fossil Fuels,4980.468039792108
517,Norway,NOR,1992,Energy Use from Fossil Fuels,1992.709757788563
518,Trinidad and Tobago,TTO,1992,Energy Use from Fossil Fuels,5221.751481396972
519,Russian Federation,RUS,1992,Energy Use from Fossil Fuels,5143.291258578794
520,Sweden,SWE,1992,Energy Use from Fossil Fuels,3585.0125671601695
521,Finland,FIN,1992,Energy Use from Fossil Fuels,4029.104731005118
522,Canada,CAN,1992,Energy Use from Fossil Fuels,5934.636786184334
523,Brunei Darussalam,BRN,1992,Energy Use from Fossil Fuels,7650.3888116664675
524,United States,USA,1992,Energy Use from Fossil Fuels,7311.720391815971
525,Iceland,ISL,1992,Energy Use from Fossil Fuels,3518.3695186547748
526,Luxembourg,LUX,1992,Energy Use from Fossil Fuels,9075.724215269976
527,Bahrain,BHR,1992,Energy Use from Fossil Fuels,10837.8303975285
528,United Arab Emirates,ARE,1992,Energy Use from Fossil Fuels,10869.948063682063
529,Qatar,QAT,1992,Energy Use from Fossil Fuels,15242.9537164692
530,Kuwait,KWT,1992,Energy Use from Fossil Fuels,
531,Palau,PLW,1992,Energy Use from Fossil Fuels,
532,Czech Republic,CZE,1993,Energy Use from Fossil Fuels,3851.509566677427
533,Netherlands,NLD,1993,Energy Use from Fossil Fuels,4455.90788549374
534,Belgium,BEL,1993,Energy Use from Fossil Fuels,4855.381071584512
535,Trinidad and Tobago,TTO,1993,Energy Use from Fossil Fuels,4966.23477721874
536,Russian Federation,RUS,1993,Energy Use from Fossil Fuels,4855.542439671278
537,Australia,AUS,1993,Energy Use from Fossil Fuels,4703.973732006034
538,Sweden,SWE,1993,Energy Use from Fossil Fuels,3500.005226017519
539,Norway,NOR,1993,Energy Use from Fossil Fuels,2123.9393660099317
540,Finland,FIN,1993,Energy Use from Fossil Fuels,4156.54071706421
541,Brunei Darussalam,BRN,1993,Energy Use from Fossil Fuels,7175.54067678675
542,United States,USA,1993,Energy Use from Fossil Fuels,7379.412302833525
543,Canada,CAN,1993,Energy Use from Fossil Fuels,6076.329630289994
544,Iceland,ISL,1993,Energy Use from Fossil Fuels,3740.377599083041
545,Luxembourg,LUX,1993,Energy Use from Fossil Fuels,9082.351639829572
546,United Arab Emirates,ARE,1993,Energy Use from Fossil Fuels,10803.845089326063
547,Bahrain,BHR,1993,Energy Use from Fossil Fuels,11142.3821175207
548,Qatar,QAT,1993,Energy Use from Fossil Fuels,15624.7081134006
549,Kuwait,KWT,1993,Energy Use from Fossil Fuels,
550,Palau,PLW,1993,Energy Use from Fossil Fuels,
551,Czech Republic,CZE,1994,Energy Use from Fossil Fuels,3729.1711411684505
552,Russian Federation,RUS,1994,Energy Use from Fossil Fuels,4255.49454550768
553,Netherlands,NLD,1994,Energy Use from Fossil Fuels,4454.73918750632
554,Trinidad and Tobago,TTO,1994,Energy Use from Fossil Fuels,4975.71410255347
555,Australia,AUS,1994,Energy Use from Fossil Fuels,4669.375106876824
556,Belgium,BEL,1994,Energy Use from Fossil Fuels,5137.458621425122
557,Norway,NOR,1994,Energy Use from Fossil Fuels,2104.892981196738
558,Sweden,SWE,1994,Energy Use from Fossil Fuels,3885.5259149954395
559,Finland,FIN,1994,Energy Use from Fossil Fuels,4471.535503480779
560,Brunei Darussalam,BRN,1994,Energy Use from Fossil Fuels,6479.12952752097
561,United States,USA,1994,Energy Use from Fossil Fuels,7440.640939869429
562,Canada,CAN,1994,Energy Use from Fossil Fuels,6231.104764405092
563,Iceland,ISL,1994,Energy Use from Fossil Fuels,3803.562097716769
564,Luxembourg,LUX,1994,Energy Use from Fossil Fuels,8574.3635124798
565,United Arab Emirates,ARE,1994,Energy Use from Fossil Fuels,11341.82118913257
566,Bahrain,BHR,1994,Energy Use from Fossil Fuels,11555.4940955985
567,Qatar,QAT,1994,Energy Use from Fossil Fuels,15511.060184126
568,Kuwait,KWT,1994,Energy Use from Fossil Fuels,
569,Palau,PLW,1994,Energy Use from Fossil Fuels,
570,Czech Republic,CZE,1995,Energy Use from Fossil Fuels,3806.6395417114904
571,Russian Federation,RUS,1995,Energy Use from Fossil Fuels,4124.614393024992
572,Netherlands,NLD,1995,Energy Use from Fossil Fuels,4719.36348334672
573,Trinidad and Tobago,TTO,1995,Energy Use from Fossil Fuels,4844.922573774386
574,Australia,AUS,1995,Energy Use from Fossil Fuels,4707.714025900064
575,Belgium,BEL,1995,Energy Use from Fossil Fuels,5201.27750065925
576,Norway,NOR,1995,Energy Use from Fossil Fuels,2154.024910674306
577,Finland,FIN,1995,Energy Use from Fossil Fuels,4118.105952379687
578,Sweden,SWE,1995,Energy Use from Fossil Fuels,3768.322441593126
579,Brunei Darussalam,BRN,1995,Energy Use from Fossil Fuels,7562.82142760979
580,Luxembourg,LUX,1995,Energy Use from Fossil Fuels,7397.890875627496
581,United States,USA,1995,Energy Use from Fossil Fuels,7396.797002050518
582,Canada,CAN,1995,Energy Use from Fossil Fuels,6230.419319956338
583,Iceland,ISL,1995,Energy Use from Fossil Fuels,3661.374343988404
584,Kuwait,KWT,1995,Energy Use from Fossil Fuels,9200.317778267783
585,Bahrain,BHR,1995,Energy Use from Fossil Fuels,11408.539679048
586,United Arab Emirates,ARE,1995,Energy Use from Fossil Fuels,11450.27461083086
587,Qatar,QAT,1995,Energy Use from Fossil Fuels,15871.0869865828
588,Palau,PLW,1995,Energy Use from Fossil Fuels,
589,Czech Republic,CZE,1996,Energy Use from Fossil Fuels,3935.2589175356843
590,Russian Federation,RUS,1996,Energy Use from Fossil Fuels,4095.4977788042174
591,Netherlands,NLD,1996,Energy Use from Fossil Fuels,4950.430045653545
592,Norway,NOR,1996,Energy Use from Fossil Fuels,2192.634056722165
593,Australia,AUS,1996,Energy Use from Fossil Fuels,4915.387363379099
594,Belgium,BEL,1996,Energy Use from Fossil Fuels,5470.896916066483
595,Trinidad and Tobago,TTO,1996,Energy Use from Fossil Fuels,5725.176342010103
596,Sweden,SWE,1996,Energy Use from Fossil Fuels,3998.5745414275098
597,Finland,FIN,1996,Energy Use from Fossil Fuels,4439.112625670255
598,Brunei Darussalam,BRN,1996,Energy Use from Fossil Fuels,7425.4612303854
599,Luxembourg,LUX,1996,Energy Use from Fossil Fuels,7474.802386807162
600,United States,USA,1996,Energy Use from Fossil Fuels,7470.763253408301
601,Canada,CAN,1996,Energy Use from Fossil Fuels,6315.580705284312
602,Iceland,ISL,1996,Energy Use from Fossil Fuels,4224.5346893861515
603,Kuwait,KWT,1996,Energy Use from Fossil Fuels,8935.677680848985
604,Bahrain,BHR,1996,Energy Use from Fossil Fuels,11109.805222747
605,United Arab Emirates,ARE,1996,Energy Use from Fossil Fuels,11502.557366324449
606,Qatar,QAT,1996,Energy Use from Fossil Fuels,16547.8794559557
607,Palau,PLW,1996,Energy Use from Fossil Fuels,
608,Russian Federation,RUS,1997,Energy Use from Fossil Fuels,3917.2373282165363
609,Czech Republic,CZE,1997,Energy Use from Fossil Fuels,3948.5021195032946
610,Netherlands,NLD,1997,Energy Use from Fossil Fuels,4762.841525223233
611,Trinidad and Tobago,TTO,1997,Energy Use from Fossil Fuels,5390.409435757769
612,Australia,AUS,1997,Energy Use from Fossil Fuels,4972.947028006001
613,Norway,NOR,1997,Energy Use from Fossil Fuels,2253.649078871864
614,Belgium,BEL,1997,Energy Use from Fossil Fuels,5460.023433830091
615,Sweden,SWE,1997,Energy Use from Fossil Fuels,3651.6042086432726
616,Finland,FIN,1997,Energy Use from Fossil Fuels,4467.40409212776
617,Luxembourg,LUX,1997,Energy Use from Fossil Fuels,7084.830031892512
618,Brunei Darussalam,BRN,1997,Energy Use from Fossil Fuels,7488.42487226008
619,United States,USA,1997,Energy Use from Fossil Fuels,7475.178567999756
620,Canada,CAN,1997,Energy Use from Fossil Fuels,6339.365432811319
621,Iceland,ISL,1997,Energy Use from Fossil Fuels,3872.978212971255
622,Kuwait,KWT,1997,Energy Use from Fossil Fuels,8592.11042550915
623,United Arab Emirates,ARE,1997,Energy Use from Fossil Fuels,11549.730121028153
624,Bahrain,BHR,1997,Energy Use from Fossil Fuels,12181.2827456142
625,Qatar,QAT,1997,Energy Use from Fossil Fuels,19006.441007248
626,Palau,PLW,1997,Energy Use from Fossil Fuels,
627,Russian Federation,RUS,1998,Energy Use from Fossil Fuels,3838.761428419627
628,Czech Republic,CZE,1998,Energy Use from Fossil Fuels,3815.3028272518454
629,Netherlands,NLD,1998,Energy Use from Fossil Fuels,4766.392505942971
630,Australia,AUS,1998,Energy Use from Fossil Fuels,5076.312913288284
631,Belgium,BEL,1998,Energy Use from Fossil Fuels,5530.769872907773
632,Norway,NOR,1998,Energy Use from Fossil Fuels,2301.377721961091
633,Sweden,SWE,1998,Energy Use from Fossil Fuels,3712.3427702607323
634,Trinidad and Tobago,TTO,1998,Energy Use from Fossil Fuels,6251.999504467575
635,Finland,FIN,1998,Energy Use from Fossil Fuels,4392.060319236221
636,Luxembourg,LUX,1998,Energy Use from Fossil Fuels,6591.282194880194
637,Brunei Darussalam,BRN,1998,Energy Use from Fossil Fuels,7289.24123020038
638,United States,USA,1998,Energy Use from Fossil Fuels,7449.85478677543
639,Canada,CAN,1998,Energy Use from Fossil Fuels,6237.581330571565
640,Iceland,ISL,1998,Energy Use from Fossil Fuels,3866.5633677138103
641,Kuwait,KWT,1998,Energy Use from Fossil Fuels,9168.63385871278
642,United Arab Emirates,ARE,1998,Energy Use from Fossil Fuels,11215.825860372015
643,Bahrain,BHR,1998,Energy Use from Fossil Fuels,12406.8115047002
644,Qatar,QAT,1998,Energy Use from Fossil Fuels,19348.547589953
645,Palau,PLW,1998,Energy Use from Fossil Fuels,
646,Czech Republic,CZE,1999,Energy Use from Fossil Fuels,3537.865818350676
647,Russian Federation,RUS,1999,Energy Use from Fossil Fuels,3978.692152450747
648,Netherlands,NLD,1999,Energy Use from Fossil Fuels,4651.987215868497
649,Australia,AUS,1999,Energy Use from Fossil Fuels,5133.057326010029
650,Belgium,BEL,1999,Energy Use from Fossil Fuels,5534.100140423129
651,Sweden,SWE,1999,Energy Use from Fossil Fuels,3691.731169247738
652,Norway,NOR,1999,Energy Use from Fossil Fuels,2399.9168590602562
653,Finland,FIN,1999,Energy Use from Fossil Fuels,4383.935505071817
654,Luxembourg,LUX,1999,Energy Use from Fossil Fuels,6840.8973524934845
655,Brunei Darussalam,BRN,1999,Energy Use from Fossil Fuels,7270.94483989038
656,Trinidad and Tobago,TTO,1999,Energy Use from Fossil Fuels,7289.93709673393
657,United States,USA,1999,Energy Use from Fossil Fuels,7470.829471001874
658,Canada,CAN,1999,Energy Use from Fossil Fuels,6347.772435765331
659,Kuwait,KWT,1999,Energy Use from Fossil Fuels,9232.40122932382
660,Iceland,ISL,1999,Energy Use from Fossil Fuels,4033.62699012348
661,United Arab Emirates,ARE,1999,Energy Use from Fossil Fuels,10862.676997097766
662,Bahrain,BHR,1999,Energy Use from Fossil Fuels,11851.6196939705
663,Qatar,QAT,1999,Energy Use from Fossil Fuels,19839.0109485597
664,Palau,PLW,1999,Energy Use from Fossil Fuels,
665,Czech Republic,CZE,2000,Energy Use from Fossil Fuels,3751.085204766939
666,Russian Federation,RUS,2000,Energy Use from Fossil Fuels,4076.5795649717593
667,Netherlands,NLD,2000,Energy Use from Fossil Fuels,4657.04691049614
668,Sweden,SWE,2000,Energy Use from Fossil Fuels,3215.5992148811474
669,Australia,AUS,2000,Energy Use from Fossil Fuels,5168.608931273855
670,Belgium,BEL,2000,Energy Use from Fossil Fuels,5587.50398404669
671,Norway,NOR,2000,Energy Use from Fossil Fuels,2319.676119676312
672,Finland,FIN,2000,Energy Use from Fossil Fuels,4278.411068719167
673,Brunei Darussalam,BRN,2000,Energy Use from Fossil Fuels,7157.11086965657
674,Luxembourg,LUX,2000,Energy Use from Fossil Fuels,7154.3284668335045
675,Trinidad and Tobago,TTO,2000,Energy Use from Fossil Fuels,7705.6918984499625
676,United States,USA,2000,Energy Use from Fossil Fuels,7619.400321723982
677,Canada,CAN,2000,Energy Use from Fossil Fuels,6443.613404641129
678,Kuwait,KWT,2000,Energy Use from Fossil Fuels,9151.98058992051
679,United Arab Emirates,ARE,2000,Energy Use from Fossil Fuels,10050.234741725813
680,Iceland,ISL,2000,Energy Use from Fossil Fuels,4363.426343232945
681,Bahrain,BHR,2000,Energy Use from Fossil Fuels,11988.7934277245
682,Qatar,QAT,2000,Energy Use from Fossil Fuels,18431.9261663519
683,Palau,PLW,2000,Energy Use from Fossil Fuels,
684,Czech Republic,CZE,2001,Energy Use from Fossil Fuels,3852.6761039095954
685,Russian Federation,RUS,2001,Energy Use from Fossil Fuels,4133.108872285988
686,Netherlands,NLD,2001,Energy Use from Fossil Fuels,4754.131237227301
687,Australia,AUS,2001,Energy Use from Fossil Fuels,4991.007070304732
688,Belgium,BEL,2001,Energy Use from Fossil Fuels,5545.166710650002
689,Sweden,SWE,2001,Energy Use from Fossil Fuels,3540.950569001579
690,Norway,NOR,2001,Energy Use from Fossil Fuels,2405.2721594266436
691,Finland,FIN,2001,Energy Use from Fossil Fuels,4535.5365500489315
692,Brunei Darussalam,BRN,2001,Energy Use from Fossil Fuels,6492.66697447631
693,United States,USA,2001,Energy Use from Fossil Fuels,7461.643010195818
694,Luxembourg,LUX,2001,Energy Use from Fossil Fuels,7709.517550322289
695,Canada,CAN,2001,Energy Use from Fossil Fuels,6322.042915515133
696,Trinidad and Tobago,TTO,2001,Energy Use from Fossil Fuels,8579.8806601106
697,Kuwait,KWT,2001,Energy Use from Fossil Fuels,9497.47417477427
698,Iceland,ISL,2001,Energy Use from Fossil Fuels,4011.4167464503316
699,Bahrain,BHR,2001,Energy Use from Fossil Fuels,11738.129166368
700,United Arab Emirates,ARE,2001,Energy Use from Fossil Fuels,12164.537385796535
701,Qatar,QAT,2001,Energy Use from Fossil Fuels,19621.8405139404
702,Palau,PLW,2001,Energy Use from Fossil Fuels,
703,Czech Republic,CZE,2002,Energy Use from Fossil Fuels,3860.5174752369194
704,Russian Federation,RUS,2002,Energy Use from Fossil Fuels,4139.886670949561
705,Netherlands,NLD,2002,Energy Use from Fossil Fuels,4779.880184887504
706,Belgium,BEL,2002,Energy Use from Fossil Fuels,5300.085560101578
707,Norway,NOR,2002,Energy Use from Fossil Fuels,2228.530406091004
708,Australia,AUS,2002,Energy Use from Fossil Fuels,5082.882215410208
709,Sweden,SWE,2002,Energy Use from Fossil Fuels,3704.6589442621785
710,Brunei Darussalam,BRN,2002,Energy Use from Fossil Fuels,6221.24881407936
711,Finland,FIN,2002,Energy Use from Fossil Fuels,4742.203270478107
712,United States,USA,2002,Energy Use from Fossil Fuels,7463.664226704491
713,Canada,CAN,2002,Energy Use from Fossil Fuels,6253.827704689453
714,Luxembourg,LUX,2002,Energy Use from Fossil Fuels,8096.5639301323845
715,Trinidad and Tobago,TTO,2002,Energy Use from Fossil Fuels,9296.961832630373
716,Kuwait,KWT,2002,Energy Use from Fossil Fuels,9612.8570499361
717,Iceland,ISL,2002,Energy Use from Fossil Fuels,4122.770166091993
718,United Arab Emirates,ARE,2002,Energy Use from Fossil Fuels,11454.879545245312
719,Bahrain,BHR,2002,Energy Use from Fossil Fuels,11548.6750822972
720,Qatar,QAT,2002,Energy Use from Fossil Fuels,21300.0739617271
721,Palau,PLW,2002,Energy Use from Fossil Fuels,
722,Czech Republic,CZE,2003,Energy Use from Fossil Fuels,4064.556407394488
723,Russian Federation,RUS,2003,Energy Use from Fossil Fuels,4315.00126832363
724,Netherlands,NLD,2003,Energy Use from Fossil Fuels,4924.688430127845
725,Australia,AUS,2003,Energy Use from Fossil Fuels,5170.514703376243
726,Belgium,BEL,2003,Energy Use from Fossil Fuels,5484.447154881418
727,Sweden,SWE,2003,Energy Use from Fossil Fuels,3677.7683969721247
728,Norway,NOR,2003,Energy Use from Fossil Fuels,2595.586151539389
729,Finland,FIN,2003,Energy Use from Fossil Fuels,5070.371140821311
730,Brunei Darussalam,BRN,2003,Energy Use from Fossil Fuels,7090.20789991367
731,United States,USA,2003,Energy Use from Fossil Fuels,7379.091151976446
732,Canada,CAN,2003,Energy Use from Fossil Fuels,6574.5966835597765
733,Luxembourg,LUX,2003,Energy Use from Fossil Fuels,8440.300110968354
734,Kuwait,KWT,2003,Energy Use from Fossil Fuels,10131.4468830408
735,Trinidad and Tobago,TTO,2003,Energy Use from Fossil Fuels,10355.500233026829
736,United Arab Emirates,ARE,2003,Energy Use from Fossil Fuels,10561.823213099538
737,Iceland,ISL,2003,Energy Use from Fossil Fuels,4090.675109685334
738,Bahrain,BHR,2003,Energy Use from Fossil Fuels,11566.5448409417
739,Qatar,QAT,2003,Energy Use from Fossil Fuels,20727.8667509545
740,Palau,PLW,2003,Energy Use from Fossil Fuels,
741,Czech Republic,CZE,2004,Energy Use from Fossil Fuels,4142.0605287897915
742,Russian Federation,RUS,2004,Energy Use from Fossil Fuels,4333.9995427962895
743,Netherlands,NLD,2004,Energy Use from Fossil Fuels,4973.004464391426
744,Belgium,BEL,2004,Energy Use from Fossil Fuels,5479.898513012882
