,Country_Name,Country_Code,Year,Indicator_Name,Value
1080,United Arab Emirates,ARE,1996,Energy Use from Renewables,9.247703225252247
1081,Qatar,QAT,1996,Energy Use from Renewables,0.0
1082,Palau,PLW,1996,Energy Use from Renewables,
1083,Russian Federation,RUS,1997,Energy Use from Renewables,152.44996409923348
1084,Czech Republic,CZE,1997,Energy Use from Renewables,236.38256412504566
1085,Netherlands,NLD,1997,Energy Use from Renewables,72.90042017942747
1086,Trinidad and Tobago,TTO,1997,Energy Use from Renewables,51.125110747421196
1087,Australia,AUS,1997,Energy Use from Renewables,496.652961193108
1088,Norway,NOR,1997,Energy Use from Renewables,3221.5396601447064
1089,Belgium,BEL,1997,Energy Use from Renewables,63.435730545189905
1090,Sweden,SWE,1997,Energy Use from Renewables,2020.4039685546677
1091,Finland,FIN,1997,Energy Use from Renewables,1809.54759990126
1092,Luxembourg,LUX,1997,Energy Use from Renewables,325.0209634585379
1093,Brunei Darussalam,BRN,1997,Energy Use from Renewables,0.0
1094,United States,USA,1997,Energy Use from Renewables,353.4025283960846
1095,Canada,CAN,1997,Energy Use from Renewables,1716.878194710541
1096,Iceland,ISL,1997,Energy Use from Renewables,4711.122285686206
1097,Kuwait,KWT,1997,Energy Use from Renewables,0.0
1098,United Arab Emirates,ARE,1997,Energy Use from Renewables,8.825611424346647
1099,Bahrain,BHR,1997,Energy Use from Renewables,0.0
1100,Qatar,QAT,1997,Energy Use from Renewables,0.0
1101,Palau,PLW,1997,Energy Use from Renewables,
1102,Russian Federation,RUS,1998,Energy Use from Renewables,142.73804001957305
1103,Czech Republic,CZE,1998,Energy Use from Renewables,242.10300018417476
1104,Netherlands,NLD,1998,Energy Use from Renewables,76.05143174194852
1105,Australia,AUS,1998,Energy Use from Renewables,477.34055258740557
1106,Belgium,BEL,1998,Energy Use from Renewables,72.39039120257738
1107,Norway,NOR,1998,Energy Use from Renewables,3383.4108716052788
1108,Sweden,SWE,1998,Energy Use from Renewables,2057.3522938079177
1109,Trinidad and Tobago,TTO,1998,Energy Use from Renewables,56.994954591205016
1110,Finland,FIN,1998,Energy Use from Renewables,1927.2662818413387
1111,Luxembourg,LUX,1998,Energy Use from Renewables,475.6026650209158
1112,Brunei Darussalam,BRN,1998,Energy Use from Renewables,0.0
1113,United States,USA,1998,Energy Use from Renewables,353.84281775449983
1114,Canada,CAN,1998,Energy Use from Renewables,1710.8159477328954
1115,Iceland,ISL,1998,Energy Use from Renewables,5170.090928811969
1116,Kuwait,KWT,1998,Energy Use from Renewables,0.0
1117,United Arab Emirates,ARE,1998,Energy Use from Renewables,8.133994797184668
1118,Bahrain,BHR,1998,Energy Use from Renewables,0.0
1119,Qatar,QAT,1998,Energy Use from Renewables,0.0
1120,Palau,PLW,1998,Energy Use from Renewables,
1121,Czech Republic,CZE,1999,Energy Use from Renewables,245.02338862024405
1122,Russian Federation,RUS,1999,Energy Use from Renewables,158.05899133389264
1123,Netherlands,NLD,1999,Energy Use from Renewables,78.24246663769385
1124,Australia,AUS,1999,Energy Use from Renewables,477.287384969581
1125,Belgium,BEL,1999,Energy Use from Renewables,78.6145351637005
1126,Sweden,SWE,1999,Energy Use from Renewables,1969.7602902153324
1127,Norway,NOR,1999,Energy Use from Renewables,3513.3853501042836
1128,Finland,FIN,1999,Energy Use from Renewables,1900.0227531635323
1129,Luxembourg,LUX,1999,Energy Use from Renewables,426.0751778509058
1130,Brunei Darussalam,BRN,1999,Energy Use from Renewables,0.0
1131,Trinidad and Tobago,TTO,1999,Energy Use from Renewables,63.53822264765051
1132,United States,USA,1999,Energy Use from Renewables,452.39442163000604
1133,Canada,CAN,1999,Energy Use from Renewables,1759.7427200080194
1134,Kuwait,KWT,1999,Energy Use from Renewables,0.0
1135,Iceland,ISL,1999,Energy Use from Renewables,6004.6849346298195
1136,United Arab Emirates,ARE,1999,Energy Use from Renewables,7.788531054534119
1137,Bahrain,BHR,1999,Energy Use from Renewables,0.0
1138,Qatar,QAT,1999,Energy Use from Renewables,0.0
1139,Palau,PLW,1999,Energy Use from Renewables,
1140,Czech Republic,CZE,2000,Energy Use from Renewables,236.95328899951087
1141,Russian Federation,RUS,2000,Energy Use from Renewables,147.69763292665087
1142,Netherlands,NLD,2000,Energy Use from Renewables,82.01901472711931
1143,Sweden,SWE,2000,Energy Use from Renewables,2144.5459321182825
1144,Australia,AUS,2000,Energy Use from Renewables,475.45601938661423
1145,Belgium,BEL,2000,Energy Use from Renewables,81.85419178552986
1146,Norway,NOR,2000,Energy Use from Renewables,3506.4016493208783
1147,Finland,FIN,2000,Energy Use from Renewables,1983.7810104646535
1148,Brunei Darussalam,BRN,2000,Energy Use from Renewables,0.0
1149,Luxembourg,LUX,2000,Energy Use from Renewables,522.5085719013056
1150,Trinidad and Tobago,TTO,2000,Energy Use from Renewables,59.11346535994724
1151,United States,USA,2000,Energy Use from Renewables,437.46352822376764
1152,Canada,CAN,2000,Energy Use from Renewables,1821.4665201317214
1153,Kuwait,KWT,2000,Energy Use from Renewables,0.0
1154,United Arab Emirates,ARE,2000,Energy Use from Renewables,7.684249795384882
1155,Iceland,ISL,2000,Energy Use from Renewables,6728.122526808455
1156,Bahrain,BHR,2000,Energy Use from Renewables,0.0
1157,Qatar,QAT,2000,Energy Use from Renewables,0.0
1158,Palau,PLW,2000,Energy Use from Renewables,
1159,Czech Republic,CZE,2001,Energy Use from Renewables,258.47637776117415
1160,Russian Federation,RUS,2001,Energy Use from Renewables,155.27375910254236
1161,Netherlands,NLD,2001,Energy Use from Renewables,85.33429288640839
1162,Australia,AUS,2001,Energy Use from Renewables,455.9661435210577
1163,Belgium,BEL,2001,Energy Use from Renewables,89.04877614491816
1164,Sweden,SWE,2001,Energy Use from Renewables,2139.329917871111
1165,Norway,NOR,2001,Energy Use from Renewables,3548.7696120401465
1166,Finland,FIN,2001,Energy Use from Renewables,1875.0886841449983
1167,Brunei Darussalam,BRN,2001,Energy Use from Renewables,0.0
1168,United States,USA,2001,Energy Use from Renewables,366.24331517601246
1169,Luxembourg,LUX,2001,Energy Use from Renewables,273.33279790261065
1170,Canada,CAN,2001,Energy Use from Renewables,1734.306509785267
1171,Trinidad and Tobago,TTO,2001,Energy Use from Renewables,60.995949146669155
1172,Kuwait,KWT,2001,Energy Use from Renewables,0.0
1173,Iceland,ISL,2001,Energy Use from Renewables,6578.049439226668
1174,Bahrain,BHR,2001,Energy Use from Renewables,0.0
1175,United Arab Emirates,ARE,2001,Energy Use from Renewables,7.875551168765488
1176,Qatar,QAT,2001,Energy Use from Renewables,0.0
1177,Palau,PLW,2001,Energy Use from Renewables,
1178,Czech Republic,CZE,2002,Energy Use from Renewables,302.93263065784066
1179,Russian Federation,RUS,2002,Energy Use from Renewables,148.30718042378876
1180,Netherlands,NLD,2002,Energy Use from Renewables,93.38144131693667
1181,Belgium,BEL,2002,Energy Use from Renewables,90.63417325201155
1182,Norway,NOR,2002,Energy Use from Renewables,3272.587337910476
1183,Australia,AUS,2002,Energy Use from Renewables,486.75877708905233
1184,Sweden,SWE,2002,Energy Use from Renewables,2097.4511609058213
1185,Brunei Darussalam,BRN,2002,Energy Use from Renewables,0.0
1186,Finland,FIN,2002,Energy Use from Renewables,1986.378134967963
1187,United States,USA,2002,Energy Use from Renewables,379.68062243742924
1188,Canada,CAN,2002,Energy Use from Renewables,1740.0516793516376
1189,Luxembourg,LUX,2002,Energy Use from Renewables,108.16291471549593
1190,Trinidad and Tobago,TTO,2002,Energy Use from Renewables,64.43449217134692
1191,Kuwait,KWT,2002,Energy Use from Renewables,0.0
1192,Iceland,ISL,2002,Energy Use from Renewables,6681.871549527307
1193,United Arab Emirates,ARE,2002,Energy Use from Renewables,7.622563977787384
1194,Bahrain,BHR,2002,Energy Use from Renewables,0.0
1195,Qatar,QAT,2002,Energy Use from Renewables,0.0
1196,Palau,PLW,2002,Energy Use from Renewables,
1197,Czech Republic,CZE,2003,Energy Use from Renewables,293.0162544796824
1198,Russian Federation,RUS,2003,Energy Use from Renewables,146.30405157924994
1199,Netherlands,NLD,2003,Energy Use from Renewables,95.6935017462143
1200,Australia,AUS,2003,Energy Use from Renewables,398.2502372632967
1201,Belgium,BEL,2003,Energy Use from Renewables,105.57882107706124
1202,Sweden,SWE,2003,Energy Use from Renewables,1972.6696527807853
1203,Norway,NOR,2003,Energy Use from Renewables,3337.6296899276413
1204,Finland,FIN,2003,Energy Use from Renewables,2006.6555082534892
1205,Brunei Darussalam,BRN,2003,Energy Use from Renewables,0.0
1206,United States,USA,2003,Energy Use from Renewables,415.144378287384
1207,Canada,CAN,2003,Energy Use from Renewables,1766.7464602397438
1208,Luxembourg,LUX,2003,Energy Use from Renewables,109.20280070713751
1209,Kuwait,KWT,2003,Energy Use from Renewables,0.0
1210,Trinidad and Tobago,TTO,2003,Energy Use from Renewables,62.15171109127162
1211,United Arab Emirates,ARE,2003,Energy Use from Renewables,7.007134231762924
1212,Iceland,ISL,2003,Energy Use from Renewables,6640.653533141966
1213,Bahrain,BHR,2003,Energy Use from Renewables,0.0
1214,Qatar,QAT,2003,Energy Use from Renewables,0.0
1215,Palau,PLW,2003,Energy Use from Renewables,
1216,Czech Republic,CZE,2004,Energy Use from Renewables,318.1994019493488
1217,Russian Federation,RUS,2004,Energy Use from Renewables,159.68767214426023
1218,Netherlands,NLD,2004,Energy Use from Renewables,112.88123642787362
1219,Belgium,BEL,2004,Energy Use from Renewables,113.09023667920822
1220,Australia,AUS,2004,Energy Use from Renewables,373.99707283793583
1221,Norway,NOR,2004,Energy Use from Renewables,3280.894991462831
1222,Sweden,SWE,2004,Energy Use from Renewables,2094.8579333820267
1223,Brunei Darussalam,BRN,2004,Energy Use from Renewables,0.0
1224,Finland,FIN,2004,Energy Use from Renewables,2218.932473654692
1225,United States,USA,2004,Energy Use from Renewables,431.72925167663414
1226,Canada,CAN,2004,Energy Use from Renewables,1824.63091646861
1227,Luxembourg,LUX,2004,Energy Use from Renewables,127.1716075605254
1228,United Arab Emirates,ARE,2004,Energy Use from Renewables,10.327950273343065
1229,Iceland,ISL,2004,Energy Use from Renewables,6504.650080162129
1230,Kuwait,KWT,2004,Energy Use from Renewables,0.0
1231,Trinidad and Tobago,TTO,2004,Energy Use from Renewables,65.55307552965793
1232,Bahrain,BHR,2004,Energy Use from Renewables,0.0
1233,Qatar,QAT,2004,Energy Use from Renewables,0.0
1234,Palau,PLW,2004,Energy Use from Renewables,
1235,Czech Republic,CZE,2005,Energy Use from Renewables,331.60177321853496
1236,Russian Federation,RUS,2005,Energy Use from Renewables,164.11750779738335
1237,Netherlands,NLD,2005,Energy Use from Renewables,136.79623893088797
1238,Belgium,BEL,2005,Energy Use from Renewables,136.6014851998948
1239,Australia,AUS,2005,Energy Use from Renewables,373.4782132573846
1240,Sweden,SWE,2005,Energy Use from Renewables,2296.889756305511
1241,Norway,NOR,2005,Energy Use from Renewables,3399.701247960273
1242,Brunei Darussalam,BRN,2005,Energy Use from Renewables,0.0
1243,Finland,FIN,2005,Energy Use from Renewables,2068.651224916971
1244,United States,USA,2005,Energy Use from Renewables,458.32972998694333
1245,Canada,CAN,2005,Energy Use from Renewables,1852.1990540500071
1246,Luxembourg,LUX,2005,Energy Use from Renewables,176.53563641639522
1247,United Arab Emirates,ARE,2005,Energy Use from Renewables,10.202605552159627
1248,Iceland,ISL,2005,Energy Use from Renewables,6574.364746255728
1249,Kuwait,KWT,2005,Energy Use from Renewables,0.0
1250,Bahrain,BHR,2005,Energy Use from Renewables,0.0
1251,Trinidad and Tobago,TTO,2005,Energy Use from Renewables,67.6223392453509
1252,Qatar,QAT,2005,Energy Use from Renewables,0.0
1253,Palau,PLW,2005,Energy Use from Renewables,
1254,Czech Republic,CZE,2006,Energy Use from Renewables,353.98985981996697
1255,Russian Federation,RUS,2006,Energy Use from Renewables,163.30134480015656
1256,Netherlands,NLD,2006,Energy Use from Renewables,153.51082730088075
1257,Belgium,BEL,2006,Energy Use from Renewables,154.39368841446122
1258,Sweden,SWE,2006,Energy Use from Renewables,2265.4457486571837
1259,Australia,AUS,2006,Energy Use from Renewables,391.29564759091613
1260,Norway,NOR,2006,Energy Use from Renewables,3328.506469737171
1261,Finland,FIN,2006,Energy Use from Renewables,2222.5975513908284
1262,United States,USA,2006,Energy Use from Renewables,492.39573242404634
1263,Canada,CAN,2006,Energy Use from Renewables,1805.7843226401812
1264,Brunei Darussalam,BRN,2006,Energy Use from Renewables,0.0
1265,United Arab Emirates,ARE,2006,Energy Use from Renewables,10.232927785795535
1266,Luxembourg,LUX,2006,Energy Use from Renewables,190.60033935396555
1267,Kuwait,KWT,2006,Energy Use from Renewables,0.0
1268,Bahrain,BHR,2006,Energy Use from Renewables,0.0
1269,Iceland,ISL,2006,Energy Use from Renewables,8151.674262100446
1270,Trinidad and Tobago,TTO,2006,Energy Use from Renewables,75.30686547983173
1271,Qatar,QAT,2006,Energy Use from Renewables,0.0
1272,Palau,PLW,2006,Energy Use from Renewables,
1273,Czech Republic,CZE,2007,Energy Use from Renewables,371.91133537359474
1274,Russian Federation,RUS,2007,Energy Use from Renewables,172.77595214974414
1275,Netherlands,NLD,2007,Energy Use from Renewables,180.79963110567078
1276,Belgium,BEL,2007,Energy Use from Renewables,178.14249095571742
1277,Sweden,SWE,2007,Energy Use from Renewables,2334.073738488471
1278,Norway,NOR,2007,Energy Use from Renewables,3364.1388280695032
1279,Australia,AUS,2007,Energy Use from Renewables,407.967498474669
1280,Finland,FIN,2007,Energy Use from Renewables,2218.3100613007205
1281,United States,USA,2007,Energy Use from Renewables,489.09031345191
1282,United Arab Emirates,ARE,2007,Energy Use from Renewables,9.168310244732693
1283,Canada,CAN,2007,Energy Use from Renewables,1793.9274217946743
1284,Brunei Darussalam,BRN,2007,Energy Use from Renewables,0.0
1285,Luxembourg,LUX,2007,Energy Use from Renewables,319.5365495032247
1286,Kuwait,KWT,2007,Energy Use from Renewables,0.0
1287,Bahrain,BHR,2007,Energy Use from Renewables,0.0
1288,Trinidad and Tobago,TTO,2007,Energy Use from Renewables,65.08973889123487
1289,Iceland,ISL,2007,Energy Use from Renewables,9843.050170596955
1290,Qatar,QAT,2007,Energy Use from Renewables,0.0
1291,Palau,PLW,2007,Energy Use from Renewables,
1292,Czech Republic,CZE,2008,Energy Use from Renewables,389.46533019037963
1293,Russian Federation,RUS,2008,Energy Use from Renewables,159.50077287307917
1294,Netherlands,NLD,2008,Energy Use from Renewables,191.0990093184907
1295,Sweden,SWE,2008,Energy Use from Renewables,2375.7092764027825
1296,Belgium,BEL,2008,Energy Use from Renewables,213.02111122418432
1297,Australia,AUS,2008,Energy Use from Renewables,405.0008038914811
1298,Finland,FIN,2008,Energy Use from Renewables,2317.1774957318507
1299,Norway,NOR,2008,Energy Use from Renewables,3949.6055018198513
1300,United States,USA,2008,Energy Use from Renewables,512.6041455615244
1301,Canada,CAN,2008,Energy Use from Renewables,1795.3508126224106
1302,United Arab Emirates,ARE,2008,Energy Use from Renewables,9.270805039504728
1303,Luxembourg,LUX,2008,Energy Use from Renewables,341.0444580074998
1304,Brunei Darussalam,BRN,2008,Energy Use from Renewables,0.0
1305,Kuwait,KWT,2008,Energy Use from Renewables,0.0
1306,Bahrain,BHR,2008,Energy Use from Renewables,0.0
1307,Trinidad and Tobago,TTO,2008,Energy Use from Renewables,65.28133788718509
1308,Qatar,QAT,2008,Energy Use from Renewables,0.0
1309,Iceland,ISL,2008,Energy Use from Renewables,12013.540524222062
1310,Palau,PLW,2008,Energy Use from Renewables,
1311,Czech Republic,CZE,2009,Energy Use from Renewables,413.6015735754005
1312,Russian Federation,RUS,2009,Energy Use from Renewables,163.07193467979135
1313,Netherlands,NLD,2009,Energy Use from Renewables,206.90852214342436
1314,Sweden,SWE,2009,Energy Use from Renewables,2282.5691223820945
1315,Belgium,BEL,2009,Energy Use from Renewables,250.85460577701792
1316,Australia,AUS,2009,Energy Use from Renewables,419.10797779110237
1317,Finland,FIN,2009,Energy Use from Renewables,2044.1743848363012
1318,Norway,NOR,2009,Energy Use from Renewables,3680.0096289603034
1319,United States,USA,2009,Energy Use from Renewables,518.9841081081926
1320,United Arab Emirates,ARE,2009,Energy Use from Renewables,8.155429677378718
1321,Canada,CAN,2009,Energy Use from Renewables,1754.3522557015335
1322,Brunei Darussalam,BRN,2009,Energy Use from Renewables,0.0
1323,Luxembourg,LUX,2009,Energy Use from Renewables,296.71062827654134
1324,Bahrain,BHR,2009,Energy Use from Renewables,0.0
1325,Kuwait,KWT,2009,Energy Use from Renewables,0.0
1326,Trinidad and Tobago,TTO,2009,Energy Use from Renewables,69.14900977956995
1327,Qatar,QAT,2009,Energy Use from Renewables,0.0
1328,Iceland,ISL,2009,Energy Use from Renewables,12534.897926969206
1329,Palau,PLW,2009,Energy Use from Renewables,
1330,Czech Republic,CZE,2010,Energy Use from Renewables,464.14292412156504
1331,Russian Federation,RUS,2010,Energy Use from Renewables,161.0523433070155
1332,Netherlands,NLD,2010,Energy Use from Renewables,193.49495510251532
1333,Sweden,SWE,2010,Energy Use from Renewables,2483.8401511317943
1334,Belgium,BEL,2010,Energy Use from Renewables,322.66317884665267
1335,Australia,AUS,2010,Energy Use from Renewables,472.91521605410804
1336,Finland,FIN,2010,Energy Use from Renewables,2293.6519724496393
1337,Norway,NOR,2010,Energy Use from Renewables,3909.5971684370834
1338,United States,USA,2010,Energy Use from Renewables,532.5021897783813
1339,United Arab Emirates,ARE,2010,Energy Use from Renewables,7.893440004656747
1340,Canada,CAN,2010,Energy Use from Renewables,1703.8333881918302
1341,Luxembourg,LUX,2010,Energy Use from Renewables,306.3332260823241
1342,Brunei Darussalam,BRN,2010,Energy Use from Renewables,0.0
1343,Bahrain,BHR,2010,Energy Use from Renewables,0.0
1344,Kuwait,KWT,2010,Energy Use from Renewables,0.0
1345,Qatar,QAT,2010,Energy Use from Renewables,0.0
1346,Trinidad and Tobago,TTO,2010,Energy Use from Renewables,56.98996852500901
1347,Iceland,ISL,2010,Energy Use from Renewables,12838.582482764716
1348,Palau,PLW,2010,Energy Use from Renewables,
1349,Czech Republic,CZE,2011,Energy Use from Renewables,495.6923250508371
1350,Netherlands,NLD,2011,Energy Use from Renewables,217.6189628128337
1351,Russian Federation,RUS,2011,Energy Use from Renewables,162.9500415205621
1352,Belgium,BEL,2011,Energy Use from Renewables,337.62564131110787
1353,Sweden,SWE,2011,Energy Use from Renewables,2436.5900107755733
1354,Norway,NOR,2011,Energy Use from Renewables,3204.1922362830496
1355,Australia,AUS,2011,Energy Use from Renewables,477.922867737065
1356,Finland,FIN,2011,Energy Use from Renewables,2305.63516778486
1357,United States,USA,2011,Energy Use from Renewables,587.9994373540364
1358,United Arab Emirates,ARE,2011,Energy Use from Renewables,7.85253878288301
1359,Canada,CAN,2011,Energy Use from Renewables,1728.2079711682386
1360,Luxembourg,LUX,2011,Energy Use from Renewables,303.0899846867422
1361,Brunei Darussalam,BRN,2011,Energy Use from Renewables,1.554320565454868
1362,Bahrain,BHR,2011,Energy Use from Renewables,0.0
1363,Kuwait,KWT,2011,Energy Use from Renewables,0.0
1364,Trinidad and Tobago,TTO,2011,Energy Use from Renewables,55.60191816053139
1365,Qatar,QAT,2011,Energy Use from Renewables,0.0
1366,Iceland,ISL,2011,Energy Use from Renewables,13881.375138114798
1367,Palau,PLW,2011,Energy Use from Renewables,
1368,Czech Republic,CZE,2012,Energy Use from Renewables,519.0972205052929
1369,Netherlands,NLD,2012,Energy Use from Renewables,227.58287582990988
1370,Belgium,BEL,2012,Energy Use from Renewables,375.96142831084217
1371,Russian Federation,RUS,2012,Energy Use from Renewables,167.6333111326855
1372,Sweden,SWE,2012,Energy Use from Renewables,2599.5322171952726
1373,Australia,AUS,2012,Energy Use from Renewables,462.4422075185809
1374,Norway,NOR,2012,Energy Use from Renewables,3425.7508359831145
1375,Finland,FIN,2012,Energy Use from Renewables,2435.7146575988554
1376,United States,USA,2012,Energy Use from Renewables,599.7974011827822
1377,United Arab Emirates,ARE,2012,Energy Use from Renewables,7.615853859647291
1378,Luxembourg,LUX,2012,Energy Use from Renewables,320.4554354719393
1379,Canada,CAN,2012,Energy Use from Renewables,1714.435565947887
1380,Brunei Darussalam,BRN,2012,Energy Use from Renewables,1.420679373958237
1381,Bahrain,BHR,2012,Energy Use from Renewables,0.0
1382,Kuwait,KWT,2012,Energy Use from Renewables,0.0
1383,Trinidad and Tobago,TTO,2012,Energy Use from Renewables,52.89872110085581
1384,Qatar,QAT,2012,Energy Use from Renewables,0.0
1385,Iceland,ISL,2012,Energy Use from Renewables,13635.696525671236
1386,Palau,PLW,2012,Energy Use from Renewables,
1387,Czech Republic,CZE,2013,Energy Use from Renewables,556.851167536735
1388,Netherlands,NLD,2013,Energy Use from Renewables,227.04203742607518
1389,Belgium,BEL,2013,Energy Use from Renewables,404.4397216991322
1390,Russian Federation,RUS,2013,Energy Use from Renewables,183.17589891577114
1391,Sweden,SWE,2013,Energy Use from Renewables,2476.511908525534
1392,Australia,AUS,2013,Energy Use from Renewables,503.9232246138938
1393,Finland,FIN,2013,Energy Use from Renewables,2355.9829142183125
1394,Norway,NOR,2013,Energy Use from Renewables,3685.3836487656645
1395,United States,USA,2013,Energy Use from Renewables,627.2562155675578
1396,Luxembourg,LUX,2013,Energy Use from Renewables,418.07970777796294
1397,Brunei Darussalam,BRN,2013,Energy Use from Renewables,1.0155220656380515
1398,United Arab Emirates,ARE,2013,Energy Use from Renewables,7.825381619202343
1399,Canada,CAN,2013,Energy Use from Renewables,1734.439747258935
1400,Kuwait,KWT,2013,Energy Use from Renewables,0.1585039992490447
1401,Bahrain,BHR,2013,Energy Use from Renewables,0.0
1402,Trinidad and Tobago,TTO,2013,Energy Use from Renewables,52.61613978637974
1403,Qatar,QAT,2013,Energy Use from Renewables,0.0
1404,Iceland,ISL,2013,Energy Use from Renewables,13871.88306102476
1405,Palau,PLW,2013,Energy Use from Renewables,
1406,Czech Republic,CZE,2014,Energy Use from Renewables,581.8171910208683
1407,Netherlands,NLD,2014,Energy Use from Renewables,239.05007765584597
1408,Belgium,BEL,2014,Energy Use from Renewables,429.6157569026951
1409,Russian Federation,RUS,2014,Energy Use from Renewables,162.92211391442876
1410,Sweden,SWE,2014,Energy Use from Renewables,2460.5262378865045
1411,Australia,AUS,2014,Energy Use from Renewables,497.02697083884647
1412,Norway,NOR,2014,Energy Use from Renewables,3185.0857861755767
1413,Finland,FIN,2014,Energy Use from Renewables,2562.9541416215457
1414,Luxembourg,LUX,2014,Energy Use from Renewables,469.72508391822754
1415,United States,USA,2014,Energy Use from Renewables,641.809867373556
1416,United Arab Emirates,ARE,2014,Energy Use from Renewables,10.53183912594711
1417,Canada,CAN,2014,Energy Use from Renewables,1770.4464616164664
1418,Brunei Darussalam,BRN,2014,Energy Use from Renewables,1.2142058269547702
1419,Kuwait,KWT,2014,Energy Use from Renewables,0.27536671801797735
1420,Bahrain,BHR,2014,Energy Use from Renewables,0.0
1421,Trinidad and Tobago,TTO,2014,Energy Use from Renewables,49.5399499392231
1422,Iceland,ISL,2014,Energy Use from Renewables,13692.466656515415
1423,Qatar,QAT,2014,Energy Use from Renewables,0.0
1424,Palau,PLW,2014,Energy Use from Renewables,
